  0.1466077E+01  0.1466364E+01  0.1467225E+01  0.1468648E+01  0.1470619E+01  0.1473115E+01  0.1476108E+01  0.1479566E+01  0.1483449E+01  0.1487716E+01  0.1492319E+01  0.1497208E+01  0.1502328E+01  0.1507624E+01  0.1513037E+01  0.1518508E+01  0.1523978E+01  0.1529387E+01  0.1534675E+01  0.1539785E+01  0.1544661E+01  0.1549251E+01  0.1553503E+01  0.1557372E+01  0.1560815E+01  0.1563794E+01  0.1566278E+01  0.1568238E+01  0.1569654E+01  0.1570510E+01  0.1570796E+01  0.1570510E+01  0.1569654E+01  0.1568238E+01  0.1566278E+01  0.1563794E+01  0.1560815E+01  0.1557372E+01  0.1553503E+01  0.1549251E+01  0.1544661E+01  0.1539785E+01  0.1534675E+01  0.1529387E+01  0.1523978E+01  0.1518508E+01  0.1513037E+01  0.1507624E+01  0.1502328E+01  0.1497208E+01  0.1492319E+01  0.1487716E+01  0.1483449E+01  0.1479566E+01  0.1476108E+01  0.1473115E+01  0.1470619E+01  0.1468648E+01  0.1467225E+01  0.1466364E+01
  0.1361357E+01  0.1362232E+01  0.1364846E+01  0.1369167E+01  0.1375145E+01  0.1382707E+01  0.1391765E+01  0.1402213E+01  0.1413931E+01  0.1426784E+01  0.1440627E+01  0.1455308E+01  0.1470663E+01  0.1486525E+01  0.1502723E+01  0.1519082E+01  0.1535427E+01  0.1551584E+01  0.1567379E+01  0.1582645E+01  0.1597218E+01  0.1610939E+01  0.1623661E+01  0.1635243E+01  0.1645559E+01  0.1654493E+01  0.1661945E+01  0.1667831E+01  0.1672084E+01  0.1674656E+01  0.1675516E+01  0.1674656E+01  0.1672084E+01  0.1667831E+01  0.1661945E+01  0.1654493E+01  0.1645559E+01  0.1635243E+01  0.1623661E+01  0.1610939E+01  0.1597218E+01  0.1582645E+01  0.1567379E+01  0.1551584E+01  0.1535427E+01  0.1519082E+01  0.1502723E+01  0.1486525E+01  0.1470663E+01  0.1455308E+01  0.1440627E+01  0.1426784E+01  0.1413931E+01  0.1402213E+01  0.1391765E+01  0.1382707E+01  0.1375145E+01  0.1369167E+01  0.1364846E+01  0.1362232E+01
  0.1256637E+01  0.1258125E+01  0.1262570E+01  0.1269910E+01  0.1280046E+01  0.1292842E+01  0.1308132E+01  0.1325721E+01  0.1345393E+01  0.1366913E+01  0.1390029E+01  0.1414481E+01  0.1440001E+01  0.1466316E+01  0.1493149E+01  0.1520222E+01  0.1547258E+01  0.1573981E+01  0.1600118E+01  0.1625398E+01  0.1649557E+01  0.1672340E+01  0.1693498E+01  0.1712797E+01  0.1730018E+01  0.1744960E+01  0.1757444E+01  0.1767320E+01  0.1774465E+01  0.1778789E+01  0.1780236E+01  0.1778789E+01  0.1774465E+01  0.1767320E+01  0.1757444E+01  0.1744960E+01  0.1730018E+01  0.1712797E+01  0.1693498E+01  0.1672340E+01  0.1649557E+01  0.1625398E+01  0.1600118E+01  0.1573981E+01  0.1547258E+01  0.1520222E+01  0.1493149E+01  0.1466316E+01  0.1440001E+01  0.1414481E+01  0.1390029E+01  0.1366913E+01  0.1345393E+01  0.1325721E+01  0.1308132E+01  0.1292842E+01  0.1280046E+01  0.1269910E+01  0.1262570E+01  0.1258125E+01
  0.1151917E+01  0.1154062E+01  0.1160462E+01  0.1171011E+01  0.1185540E+01  0.1203825E+01  0.1225593E+01  0.1250535E+01  0.1278318E+01  0.1308587E+01  0.1340980E+01  0.1375129E+01  0.1410663E+01  0.1447215E+01  0.1484421E+01  0.1521917E+01  0.1559345E+01  0.1596346E+01  0.1632566E+01  0.1667649E+01  0.1701245E+01  0.1733002E+01  0.1762576E+01  0.1789633E+01  0.1813851E+01  0.1834927E+01  0.1852588E+01  0.1866592E+01  0.1876744E+01  0.1882895E+01  0.1884956E+01  0.1882895E+01  0.1876744E+01  0.1866592E+01  0.1852588E+01  0.1834927E+01  0.1813851E+01  0.1789633E+01  0.1762576E+01  0.1733002E+01  0.1701245E+01  0.1667650E+01  0.1632566E+01  0.1596346E+01  0.1559345E+01  0.1521917E+01  0.1484421E+01  0.1447215E+01  0.1410663E+01  0.1375129E+01  0.1340980E+01  0.1308587E+01  0.1278318E+01  0.1250536E+01  0.1225593E+01  0.1203825E+01  0.1185540E+01  0.1171011E+01  0.1160462E+01  0.1154062E+01
  0.1047198E+01  0.1050063E+01  0.1058600E+01  0.1072636E+01  0.1091895E+01  0.1116021E+01  0.1144596E+01  0.1177159E+01  0.1213231E+01  0.1252325E+01  0.1293958E+01  0.1337657E+01  0.1382964E+01  0.1429434E+01  0.1476636E+01  0.1524148E+01  0.1571555E+01  0.1618443E+01  0.1664400E+01  0.1709006E+01  0.1751836E+01  0.1792459E+01  0.1830435E+01  0.1865323E+01  0.1896685E+01  0.1924097E+01  0.1947160E+01  0.1965514E+01  0.1978856E+01  0.1986958E+01  0.1989675E+01  0.1986958E+01  0.1978856E+01  0.1965514E+01  0.1947160E+01  0.1924097E+01  0.1896685E+01  0.1865323E+01  0.1830435E+01  0.1792459E+01  0.1751836E+01  0.1709006E+01  0.1664400E+01  0.1618443E+01  0.1571555E+01  0.1524148E+01  0.1476636E+01  0.1429434E+01  0.1382964E+01  0.1337657E+01  0.1293958E+01  0.1252325E+01  0.1213231E+01  0.1177159E+01  0.1144596E+01  0.1116021E+01  0.1091895E+01  0.1072636E+01  0.1058600E+01  0.1050063E+01
  0.9424778E+00  0.9461557E+00  0.9570918E+00  0.9750034E+00  0.9994521E+00  0.1029885E+01  0.1065678E+01  0.1106176E+01  0.1150723E+01  0.1198683E+01  0.1249456E+01  0.1302474E+01  0.1357211E+01  0.1413170E+01  0.1469880E+01  0.1526890E+01  0.1583756E+01  0.1640041E+01  0.1695297E+01  0.1749068E+01  0.1800875E+01  0.1850218E+01  0.1896571E+01  0.1939384E+01  0.1978090E+01  0.2012115E+01  0.2040899E+01  0.2063920E+01  0.2080725E+01  0.2090958E+01  0.2094395E+01  0.2090958E+01  0.2080725E+01  0.2063920E+01  0.2040899E+01  0.2012115E+01  0.1978090E+01  0.1939384E+01  0.1896571E+01  0.1850218E+01  0.1800875E+01  0.1749068E+01  0.1695297E+01  0.1640041E+01  0.1583756E+01  0.1526890E+01  0.1469880E+01  0.1413170E+01  0.1357211E+01  0.1302475E+01  0.1249456E+01  0.1198683E+01  0.1150723E+01  0.1106176E+01  0.1065678E+01  0.1029885E+01  0.9994521E+00  0.9750034E+00  0.9570918E+00  0.9461557E+00
  0.8377580E+00  0.8423811E+00  0.8560878E+00  0.8784153E+00  0.9086670E+00  0.9459986E+00  0.9895023E+00  0.1038274E+01  0.1091457E+01  0.1148264E+01  0.1207987E+01  0.1269991E+01  0.1333704E+01  0.1398610E+01  0.1464230E+01  0.1530112E+01  0.1595818E+01  0.1660909E+01  0.1724937E+01  0.1787431E+01  0.1847885E+01  0.1905750E+01  0.1960428E+01  0.2011264E+01  0.2057552E+01  0.2098543E+01  0.2133473E+01  0.2161597E+01  0.2182242E+01  0.2194866E+01  0.2199115E+01  0.2194866E+01  0.2182242E+01  0.2161597E+01  0.2133473E+01  0.2098543E+01  0.2057552E+01  0.2011264E+01  0.1960428E+01  0.1905750E+01  0.1847885E+01  0.1787431E+01  0.1724938E+01  0.1660909E+01  0.1595818E+01  0.1530113E+01  0.1464230E+01  0.1398610E+01  0.1333705E+01  0.1269991E+01  0.1207988E+01  0.1148265E+01  0.1091457E+01  0.1038274E+01  0.9895024E+00  0.9459987E+00  0.9086671E+00  0.8784154E+00  0.8560878E+00  0.8423811E+00
  0.7330383E+00  0.7388009E+00  0.7558132E+00  0.7833069E+00  0.8201712E+00  0.8651311E+00  0.9168988E+00  0.9742729E+00  0.1036186E+01  0.1101718E+01  0.1170082E+01  0.1240610E+01  0.1312726E+01  0.1385924E+01  0.1459750E+01  0.1533781E+01  0.1607609E+01  0.1680825E+01  0.1753004E+01  0.1823688E+01  0.1892372E+01  0.1958486E+01  0.2021380E+01  0.2080313E+01  0.2134441E+01  0.2182821E+01  0.2224438E+01  0.2258248E+01  0.2283260E+01  0.2298641E+01  0.2303835E+01  0.2298641E+01  0.2283260E+01  0.2258248E+01  0.2224438E+01  0.2182821E+01  0.2134441E+01  0.2080313E+01  0.2021380E+01  0.1958486E+01  0.1892372E+01  0.1823688E+01  0.1753004E+01  0.1680825E+01  0.1607609E+01  0.1533781E+01  0.1459750E+01  0.1385924E+01  0.1312726E+01  0.1240610E+01  0.1170082E+01  0.1101718E+01  0.1036186E+01  0.9742730E+00  0.9168989E+00  0.8651312E+00  0.8201713E+00  0.7833069E+00  0.7558132E+00  0.7388010E+00
  0.6283185E+00  0.6355159E+00  0.6566237E+00  0.6903347E+00  0.7348650E+00  0.7883141E+00  0.8489139E+00  0.9151438E+00  0.9857529E+00  0.1059733E+01  0.1136275E+01  0.1214723E+01  0.1294537E+01  0.1375260E+01  0.1456489E+01  0.1537854E+01  0.1619001E+01  0.1699572E+01  0.1779187E+01  0.1857430E+01  0.1933822E+01  0.2007807E+01  0.2078719E+01  0.2145760E+01  0.2207971E+01  0.2264214E+01  0.2313184E+01  0.2353446E+01  0.2383554E+01  0.2402223E+01  0.2408554E+01  0.2402223E+01  0.2383554E+01  0.2353446E+01  0.2313184E+01  0.2264215E+01  0.2207971E+01  0.2145760E+01  0.2078719E+01  0.2007807E+01  0.1933822E+01  0.1857430E+01  0.1779188E+01  0.1699572E+01  0.1619002E+01  0.1537854E+01  0.1456489E+01  0.1375260E+01  0.1294538E+01  0.1214723E+01  0.1136275E+01  0.1059733E+01  0.9857530E+00  0.9151439E+00  0.8489140E+00  0.7883142E+00  0.7348651E+00  0.6903348E+00  0.6566238E+00  0.6355160E+00
  0.5235988E+00  0.5327032E+00  0.5591175E+00  0.6005336E+00  0.6540638E+00  0.7169416E+00  0.7868589E+00  0.8620220E+00  0.9410803E+00  0.1023024E+01  0.1107091E+01  0.1192697E+01  0.1279376E+01  0.1366749E+01  0.1454485E+01  0.1542288E+01  0.1629871E+01  0.1716942E+01  0.1803186E+01  0.1888248E+01  0.1971706E+01  0.2053052E+01  0.2131647E+01  0.2206688E+01  0.2277151E+01  0.2341737E+01  0.2398840E+01  0.2446549E+01  0.2482773E+01  0.2505510E+01  0.2513274E+01  0.2505510E+01  0.2482773E+01  0.2446549E+01  0.2398840E+01  0.2341737E+01  0.2277151E+01  0.2206688E+01  0.2131647E+01  0.2053052E+01  0.1971706E+01  0.1888248E+01  0.1803187E+01  0.1716942E+01  0.1629871E+01  0.1542288E+01  0.1454485E+01  0.1366749E+01  0.1279377E+01  0.1192697E+01  0.1107092E+01  0.1023024E+01  0.9410804E+00  0.8620221E+00  0.7868591E+00  0.7169417E+00  0.6540639E+00  0.6005337E+00  0.5591175E+00  0.5327032E+00
